Record,Location,X,Y,Date,Time,Environment,Road_Surface,Traffic_Control,Collision_Location,Light,Collision_Classification,Impact_type
10838,PICKFORD DR @ BUJOLD CRT/HEWITT WAY,352762.1624,5018688.275,3/12/16,14:20,01 - Clear,01 - Dry,02 - Stop sign,03 - At intersection,01 - Daylight,03 - P.D. only,02 - Angle
10839,PICKFORD DR btwn HARMON WAY & ALMOND LANE,352888.8279,5018456.67,11/23/16,10:28,01 - Clear,03 - Loose snow,10 - No control,04 - At/near private drive,01 - Daylight,03 - P.D. only,06 - SMV unattended vehicle
10840,PICKFORD DR btwn TANGUAY CRT & IRWIN GT,353249.1232,5018364.738,7/15/16,23:12,01 - Clear,01 - Dry,10 - No control,01 - Non intersection,07 - Dark,03 - P.D. only,06 - SMV unattended vehicle
10841,PICTON AVE @ WINONA AVE,363261.2356,5028416.856,3/1/16,11:04,01 - Clear,01 - Dry,10 - No control,02 - Intersection related,01 - Daylight,03 - P.D. only,99 - Other
10842,PIERCE RD btwn MALAKOFF RD & MCCORDICK RD,365550.7522,4996937.825,10/27/16,11:51,01 - Clear,01 - Dry,10 - No control,01 - Non intersection,01 - Daylight,03 - P.D. only,07 - SMV other
10843,PIGEON TER btwn HUNTRIDGE PRIV & OWL DR,370180.6017,5023837.573,10/11/16,16:21,01 - Clear,01 - Dry,10 - No control,04 - At/near private drive,01 - Daylight,03 - P.D. only,06 - SMV unattended vehicle
10844,PIKE ST btwn CASTLEGREEN PRIV & HUNTERSFIELD DR,373170.5675,5025304.355,10/25/16,0:00,01 - Clear,01 - Dry,10 - No control,01 - Non intersection,00 - Unknown,03 - P.D. only,06 - SMV unattended vehicle
10845,PIKE ST btwn CASTLEGREEN PRIV & HUNTERSFIELD DR,373173.9822,5025299.249,12/6/16,0:00,03 - Snow,02 - Wet,10 - No control,01 - Non intersection,00 - Unknown,03 - P.D. only,06 - SMV unattended vehicle
10846,PIKE ST btwn CASTLEGREEN PRIV & HUNTERSFIELD DR,373175.2988,5025297.253,12/7/16,15:44,01 - Clear,02 - Wet,10 - No control,01 - Non intersection,01 - Daylight,03 - P.D. only,05 - Turning movement
10847,"PIN ROUGE, VOIE DU WAY btwn GOSSAMER ST & JOSHUA ST",381503.3817,5032361.864,3/11/16,0:00,01 - Clear,01 - Dry,10 - No control,01 - Non intersection,07 - Dark,03 - P.D. only,06 - SMV unattended vehicle
10848,PINARD WAY btwn MARCHANT DR & LICHEN AVE,385260.8792,5036664.282,12/17/16,16:50,01 - Clear,03 - Loose snow,10 - No control,01 - Non intersection,05 - Dusk,03 - P.D. only,06 - SMV unattended vehicle
10849,PINAWA CIR btwn MONDEGO TERR & PINAWA CIR,365447.1766,5011570.379,10/17/16,8:51,01 - Clear,01 - Dry,10 - No control,04 - At/near private drive,01 - Daylight,03 - P.D. only,02 - Angle
10850,PINE VISTA DR btwn TRAIL SIDE CIRC & SIESTA CRT,387074.1654,5037641.587,12/29/16,9:58,03 - Snow,06 - Ice,10 - No control,01 - Non intersection,01 - Daylight,03 - P.D. only,06 - SMV unattended vehicle
10851,PINECREST RD @ BASELINE RD,360782.3634,5022695.059,11/17/16,15:56,01 - Clear,01 - Dry,02 - Stop sign,02 - Intersection related,01 - Daylight,03 - P.D. only,03 - Rear end
10852,PINECREST RD @ LISA AVE,360694.6255,5022916.662,2/26/16,10:28,01 - Clear,01 - Dry,02 - Stop sign,03 - At intersection,01 - Daylight,03 - P.D. only,02 - Angle
10853,PINECREST RD @ QUEENSVIEW DR,360346.0211,5023783.286,10/28/16,14:16,01 - Clear,01 - Dry,01 - Traffic signal,03 - At intersection,01 - Daylight,02 - Non-fatal injury,02 - Angle
10854,PINECREST RD @ QUEENSVIEW DR,360346.5123,5023780.981,10/25/16,19:38,01 - Clear,01 - Dry,01 - Traffic signal,02 - Intersection related,07 - Dark,03 - P.D. only,03 - Rear end
10855,PINECREST RD @ QUEENSVIEW DR,360347.036,5023782.787,10/25/16,13:11,01 - Clear,01 - Dry,01 - Traffic signal,02 - Intersection related,01 - Daylight,03 - P.D. only,03 - Rear end
10856,PINECREST RD @ QUEENSVIEW DR,360346.4602,5023782.408,12/14/16,12:37,01 - Clear,02 - Wet,01 - Traffic signal,03 - At intersection,01 - Daylight,03 - P.D. only,02 - Angle
10857,PINECREST RD @ RICHMOND RD,360072.8925,5024471.734,3/15/16,15:20,02 - Rain,02 - Wet,01 - Traffic signal,03 - At intersection,01 - Daylight,02 - Non-fatal injury,05 - Turning movement
10858,PINECREST RD @ RICHMOND RD,360071.5728,5024471.293,10/20/16,18:54,02 - Rain,02 - Wet,01 - Traffic signal,03 - At intersection,07 - Dark,02 - Non-fatal injury,05 - Turning movement
10859,PINECREST RD @ RICHMOND RD,360072.0119,5024470.854,1/18/16,17:47,01 - Clear,04 - Slush,01 - Traffic signal,02 - Intersection related,07 - Dark,02 - Non-fatal injury,03 - Rear end
10860,PINECREST RD @ RICHMOND RD,360072.8952,5024470.614,5/13/16,18:05,01 - Clear,01 - Dry,01 - Traffic signal,03 - At intersection,01 - Daylight,03 - P.D. only,05 - Turning movement
10861,PINECREST RD @ RICHMOND RD,360071.0142,5024472.755,9/14/16,18:30,01 - Clear,01 - Dry,01 - Traffic signal,03 - At intersection,01 - Daylight,03 - P.D. only,03 - Rear end
10862,PINECREST RD @ RICHMOND RD,360072.451,5024471.293,10/20/16,20:54,02 - Rain,02 - Wet,01 - Traffic signal,03 - At intersection,07 - Dark,03 - P.D. only,05 - Turning movement
10863,PINECREST RD @ RICHMOND RD,360072.89,5024471.732,1/15/16,17:24,03 - Snow,02 - Wet,01 - Traffic signal,02 - Intersection related,05 - Dusk,03 - P.D. only,03 - Rear end
10864,PINECREST RD @ RICHMOND RD,360072.0119,5024471.293,1/26/16,12:35,01 - Clear,02 - Wet,01 - Traffic signal,03 - At intersection,01 - Daylight,03 - P.D. only,05 - Turning movement
10865,PINECREST RD @ RICHMOND RD,360071.9986,5024470.393,4/6/16,18:06,03 - Snow,03 - Loose snow,01 - Traffic signal,02 - Intersection related,01 - Daylight,03 - P.D. only,03 - Rear end
10866,PINECREST RD @ RICHMOND RD,360072.0119,5024471.732,6/23/16,6:45,01 - Clear,01 - Dry,01 - Traffic signal,02 - Intersection related,01 - Daylight,03 - P.D. only,03 - Rear end
10867,PINECREST RD @ RICHMOND RD,360071.7836,5024470.182,3/22/16,16:43,01 - Clear,01 - Dry,01 - Traffic signal,02 - Intersection related,01 - Daylight,03 - P.D. only,04 - Sideswipe
10868,PINECREST RD @ RICHMOND RD,360072.451,5024470.854,12/8/16,21:35,03 - Snow,06 - Ice,01 - Traffic signal,03 - At intersection,07 - Dark,03 - P.D. only,05 - Turning movement
10869,PINECREST RD @ ST. STEPHEN'S ST,360226.3586,5024077.504,7/31/16,12:00,01 - Clear,01 - Dry,02 - Stop sign,03 - At intersection,01 - Daylight,03 - P.D. only,03 - Rear end
10870,PINECREST RD btwn FALLIS AVE & HARWOOD AVE,360163.4909,5024235.662,7/5/16,3:55,01 - Clear,01 - Dry,10 - No control,01 - Non intersection,07 - Dark,03 - P.D. only,07 - SMV other
10871,PINECREST RD btwn HWY417 IC129 RAMP62 & TRANSIT,360382.4638,5023692.149,1/22/16,21:15,01 - Clear,02 - Wet,10 - No control,01 - Non intersection,07 - Dark,02 - Non-fatal injury,03 - Rear end
10872,PINECREST RD btwn QUEENSVIEW DR & HWY417 IC129 RAMP36,360349.9923,5023776.467,10/27/16,8:15,01 - Clear,01 - Dry,10 - No control,04 - At/near private drive,01 - Daylight,03 - P.D. only,03 - Rear end
10873,PINECREST RD/HWY 417 PINECRE IC129R63 @ TRANSI,360387.8835,5023677.659,1/12/16,12:58,02 - Rain,03 - Loose snow,01 - Traffic signal,02 - Intersection related,01 - Daylight,02 - Non-fatal injury,03 - Rear end
10874,PINECREST RD/HWY 417 PINECRE IC129R63 @ TRANSI,360388.6116,5023678.347,12/10/16,13:03,01 - Clear,01 - Dry,01 - Traffic signal,02 - Intersection related,01 - Daylight,02 - Non-fatal injury,02 - Angle
10875,PINECREST RD/HWY 417 PINECRE IC129R63 @ TRANSI,360388.1345,5023678.161,2/12/16,15:25,01 - Clear,01 - Dry,01 - Traffic signal,02 - Intersection related,01 - Daylight,03 - P.D. only,03 - Rear end
10876,PINECREST RD/HWY 417 PINECRE IC129R63 @ TRANSI,360389.0386,5023679.25,1/6/16,11:28,01 - Clear,01 - Dry,01 - Traffic signal,03 - At intersection,01 - Daylight,03 - P.D. only,02 - Angle
10877,PINECREST RD/HWY 417 PINECRE IC129R63 @ TRANSI,360387.8761,5023677.907,5/30/16,21:59,01 - Clear,01 - Dry,01 - Traffic signal,02 - Intersection related,07 - Dark,03 - P.D. only,03 - Rear end
10878,PINETRAIL CRES btwn WILDBRIAR WAY & WILDBRIAR WAY,362757.2792,5022142.864,8/16/16,14:10,02 - Rain,02 - Wet,10 - No control,01 - Non intersection,01 - Daylight,03 - P.D. only,01 - Approaching
10879,PINEWOOD CRES @ RICHMOND RD,360111.8384,5024539.761,12/9/16,6:52,01 - Clear,06 - Ice,02 - Stop sign,02 - Intersection related,03 - Dawn,03 - P.D. only,03 - Rear end
10880,PIPER CRES btwn BEACON WAY & BEACON WAY,349135.6426,5022876.306,5/9/16,15:48,01 - Clear,01 - Dry,10 - No control,01 - Non intersection,01 - Daylight,03 - P.D. only,06 - SMV unattended vehicle
10881,PLACE D'ORLEANS @ CENTRUM BLVD/PLACE D'ORLEANS,381964.1293,5038137.843,4/6/16,18:25,03 - Snow,03 - Loose snow,01 - Traffic signal,02 - Intersection related,01 - Daylight,03 - P.D. only,03 - Rear end
10882,PLACE D'ORLEANS @ CENTRUM BLVD/PLACE D'ORLEANS,381964.0545,5038138.587,5/31/16,11:42,01 - Clear,01 - Dry,01 - Traffic signal,03 - At intersection,01 - Daylight,03 - P.D. only,07 - SMV other
10883,PLACE D'ORLEANS DR @ OR174 IC102 RAMP51/TRANSI,381391.3101,5038031.301,6/14/16,12:55,01 - Clear,01 - Dry,01 - Traffic signal,03 - At intersection,01 - Daylight,02 - Non-fatal injury,07 - SMV other
10884,PLACE D'ORLEANS DR @ OR174 IC102 RAMP51/TRANSI,381392.7554,5038030.098,5/24/16,8:00,01 - Clear,01 - Dry,01 - Traffic signal,02 - Intersection related,01 - Daylight,02 - Non-fatal injury,02 - Angle
10885,PLACE D'ORLEANS DR @ PLACE D'ORLEANS SC S,381501.2528,5037817.16,8/22/16,0:06,01 - Clear,01 - Dry,01 - Traffic signal,02 - Intersection related,07 - Dark,03 - P.D. only,02 - Angle
10886,PLACE D'ORLEANS DR btwn CENTRUM BLVD & ST. JOSEPH BLVD,381983.5446,5038042.636,8/30/16,21:55,01 - Clear,01 - Dry,10 - No control,04 - At/near private drive,07 - Dark,02 - Non-fatal injury,05 - Turning movement
10887,PLACE D'ORLEANS DR btwn OR174 IC102 RAMP51 & ST. JOSEPH BLVD (2),381475.2726,5037850.699,8/8/16,20:02,01 - Clear,01 - Dry,10 - No control,01 - Non intersection,05 - Dusk,02 - Non-fatal injury,07 - SMV other
10888,PLACE D'ORLEANS DR btwn TURN LANE & CENTRUM BLVD,381919.2957,5038272.257,8/29/16,12:11,01 - Clear,01 - Dry,10 - No control,01 - Non intersection,01 - Daylight,03 - P.D. only,04 - Sideswipe
10889,PLACE D'ORLEANS DR W @ ST. JOSEPH BLVD,381601.6775,5037684.806,6/16/16,23:10,01 - Clear,01 - Dry,01 - Traffic signal,03 - At intersection,07 - Dark,03 - P.D. only,07 - SMV other
10890,PLACE D'ORLEANS DR W @ ST. JOSEPH BLVD,381599.9671,5037680.765,1/8/16,10:00,01 - Clear,01 - Dry,01 - Traffic signal,02 - Intersection related,01 - Daylight,03 - P.D. only,03 - Rear end
10891,PLACE D'ORLEANS DR W @ ST. JOSEPH BLVD,381600.964,5037684.324,11/13/16,16:00,01 - Clear,01 - Dry,01 - Traffic signal,03 - At intersection,05 - Dusk,03 - P.D. only,02 - Angle
10892,PLACE D'ORLEANS DR W @ ST. JOSEPH BLVD,381601.903,5037683.716,12/27/16,16:52,02 - Rain,02 - Wet,01 - Traffic signal,02 - Intersection related,07 - Dark,03 - P.D. only,05 - Turning movement
10893,PLACE D'ORLEANS DR W @ ST. JOSEPH BLVD,381601.2444,5037683.91,11/21/16,22:05,03 - Snow,03 - Loose snow,01 - Traffic signal,03 - At intersection,07 - Dark,03 - P.D. only,05 - Turning movement
10894,PLANTE DR @ WAXWING DR,370567.9517,5023693.507,7/18/16,11:22,01 - Clear,01 - Dry,03 - Yield sign,02 - Intersection related,01 - Daylight,03 - P.D. only,04 - Sideswipe
10895,PLANTE DR btwn IMPALA CRES & CONDOR DR,369874.5166,5024408.9,1/3/16,13:55,03 - Snow,03 - Loose snow,10 - No control,04 - At/near private drive,01 - Daylight,03 - P.D. only,06 - SMV unattended vehicle
10896,PLAYFAIR DR btwn DORSET DR & RHODES CRES,371449.2021,5028005.397,2/20/16,14:08,01 - Clear,03 - Loose snow,10 - No control,04 - At/near private drive,01 - Daylight,03 - P.D. only,02 - Angle
10897,PLEASANT PARK RD @ ALTA VISTA DR,370365.9936,5028467.68,2/17/16,17:20,03 - Snow,02 - Wet,01 - Traffic signal,03 - At intersection,05 - Dusk,03 - P.D. only,05 - Turning movement
10898,PLEASANT PARK RD @ ALTA VISTA DR,370366.6766,5028467.414,6/22/16,12:24,01 - Clear,01 - Dry,01 - Traffic signal,03 - At intersection,01 - Daylight,03 - P.D. only,02 - Angle
10899,PLEASANT PARK RD @ ALTA VISTA DR,370363.2386,5028466.306,12/19/16,9:05,01 - Clear,05 - Packed snow,01 - Traffic signal,02 - Intersection related,01 - Daylight,03 - P.D. only,03 - Rear end
10900,PLEASANT PARK RD @ ST. LAURENT BLVD,373598.5561,5028795.964,8/28/16,10:58,02 - Rain,02 - Wet,01 - Traffic signal,02 - Intersection related,01 - Daylight,02 - Non-fatal injury,03 - Rear end
10901,PLEASANT PARK RD @ ST. LAURENT BLVD,373599.3842,5028794.308,11/3/16,9:30,02 - Rain,02 - Wet,01 - Traffic signal,02 - Intersection related,01 - Daylight,02 - Non-fatal injury,03 - Rear end
10902,PLEASANT PARK RD @ ST. LAURENT BLVD,373597.5059,5028794.884,2/1/16,9:45,01 - Clear,02 - Wet,01 - Traffic signal,02 - Intersection related,01 - Daylight,03 - P.D. only,03 - Rear end
10903,PLEASANT PARK RD btwn HOLT CRES & CAMROSE ST,372586.06,5028606.15,1/30/16,19:54,01 - Clear,01 - Dry,10 - No control,04 - At/near private drive,07 - Dark,03 - P.D. only,06 - SMV unattended vehicle
10904,PLEASANT PARK RD btwn RODNEY CRES & NO NAME,369978.876,5028423.788,4/21/16,17:25,01 - Clear,01 - Dry,10 - No control,01 - Non intersection,01 - Daylight,03 - P.D. only,99 - Other
10905,PLEASANT PARK RD btwn VALLEY DR & CONNERY AVE,373300.1706,5028685.687,5/14/16,19:10,01 - Clear,01 - Dry,10 - No control,01 - Non intersection,01 - Daylight,03 - P.D. only,06 - SMV unattended vehicle
10906,PLESSER ST btwn CANTERBURY AVE & GOREN AVE,373136.0953,5028082.151,11/21/16,0:00,01 - Clear,04 - Slush,10 - No control,01 - Non intersection,00 - Unknown,03 - P.D. only,06 - SMV unattended vehicle
10907,PONDHOLLOW WAY btwn SILVERTHORN CRT & GOLFLINKS DR,365818.9931,5013538.632,7/27/16,22:24,01 - Clear,01 - Dry,10 - No control,01 - Non intersection,07 - Dark,03 - P.D. only,06 - SMV unattended vehicle
10908,POOLE CREEK CRES btwn WOODWIND CRES & FRINGEWOOD DR,350949.438,5015164.932,12/15/16,15:13,01 - Clear,01 - Dry,10 - No control,04 - At/near private drive,01 - Daylight,03 - P.D. only,06 - SMV unattended vehicle
10909,POPLAR ST btwn PRESTON ST & ROCHESTER ST,366473.722,5029969.717,5/11/16,20:28,01 - Clear,01 - Dry,10 - No control,01 - Non intersection,05 - Dusk,03 - P.D. only,06 - SMV unattended vehicle
10910,POPPLEWELL CRES btwn COBBLE HILL DR & COBBLE HILL DR,361234.1255,5014739.02,2/6/16,21:00,01 - Clear,01 - Dry,10 - No control,04 - At/near private drive,07 - Dark,03 - P.D. only,06 - SMV unattended vehicle
10911,PORTAGE BRIDGE NB btwn PROVINCIAL BOUNDARY & WELLINGTON ST,366422.8171,5031490.153,4/26/16,7:11,01 - Clear,01 - Dry,10 - No control,07 - Overpass or bridge,01 - Daylight,03 - P.D. only,03 - Rear end
10912,PORTAGE BRIDGE NB btwn PROVINCIAL BOUNDARY & WELLINGTON ST,366422.8171,5031490.153,11/15/16,8:09,01 - Clear,01 - Dry,10 - No control,01 - Non intersection,01 - Daylight,03 - P.D. only,04 - Sideswipe
10913,PORTAGE BRIDGE NB btwn PROVINCIAL BOUNDARY & WELLINGTON ST,366422.8171,5031490.153,8/3/16,16:00,01 - Clear,01 - Dry,10 - No control,01 - Non intersection,01 - Daylight,03 - P.D. only,03 - Rear end
10914,PORTAGE BRIDGE NB btwn PROVINCIAL BOUNDARY & WELLINGTON ST,366422.8171,5031490.153,9/1/16,16:30,02 - Rain,02 - Wet,10 - No control,07 - Overpass or bridge,01 - Daylight,03 - P.D. only,03 - Rear end
10915,PORTAGE BRIDGE SB btwn PROVINCIAL BOUNDARY & WELLINGTON ST,366412.437,5031484.935,2/29/16,20:10,03 - Snow,05 - Packed snow,10 - No control,01 - Non intersection,07 - Dark,03 - P.D. only,03 - Rear end
10916,PORTAGE BRIDGE SB btwn PROVINCIAL BOUNDARY & WELLINGTON ST,366412.437,5031484.935,8/25/16,12:10,01 - Clear,01 - Dry,10 - No control,01 - Non intersection,01 - Daylight,03 - P.D. only,04 - Sideswipe
10917,PORTAGE BRIDGE SB btwn PROVINCIAL BOUNDARY & WELLINGTON ST,366412.437,5031484.935,5/10/16,17:25,01 - Clear,01 - Dry,10 - No control,07 - Overpass or bridge,01 - Daylight,03 - P.D. only,04 - Sideswipe
10918,PORTAGE BRIDGE SB btwn PROVINCIAL BOUNDARY & WELLINGTON ST,366412.437,5031484.935,4/16/16,15:20,01 - Clear,01 - Dry,10 - No control,01 - Non intersection,01 - Daylight,03 - P.D. only,04 - Sideswipe
10919,PORTAL ST btwn CAVENDISH RD & MOUNTBATTEN AVE,370282.6954,5028121.44,2/3/16,9:12,03 - Snow,03 - Loose snow,10 - No control,04 - At/near private drive,01 - Daylight,03 - P.D. only,06 - SMV unattended vehicle
10920,PORTOBELLO BLVD @ CELESTE WAY/NESTING WAY,385532.6516,5037116.339,2/17/16,9:57,01 - Clear,05 - Packed snow,02 - Stop sign,02 - Intersection related,01 - Daylight,03 - P.D. only,03 - Rear end
10921,PORTOBELLO BLVD @ SUMMER DAYS WALK/STORMWIND AVE,385892.806,5035157.596,2/6/16,16:20,01 - Clear,01 - Dry,02 - Stop sign,03 - At intersection,01 - Daylight,03 - P.D. only,02 - Angle
10922,PORTOBELLO BLVD @ VALIN ST,385350.3068,5037697.34,5/17/16,16:24,01 - Clear,01 - Dry,02 - Stop sign,02 - Intersection related,01 - Daylight,02 - Non-fatal injury,03 - Rear end
10923,PORTOBELLO BLVD @ VALIN ST,385350.5465,5037697.35,9/17/16,13:29,02 - Rain,02 - Wet,02 - Stop sign,03 - At intersection,01 - Daylight,03 - P.D. only,02 - Angle
10924,PORTOBELLO BLVD btwn BRIAN COBURN BLVD & SUMMER DAYS WALK/STORMWIND AVE,385868.3955,5035216.272,12/15/16,8:30,01 - Clear,05 - Packed snow,10 - No control,01 - Non intersection,01 - Daylight,03 - P.D. only,04 - Sideswipe
10925,PORTOBELLO BLVD btwn CAPREOL ST & AQUAVIEW DR,385729.6133,5036002.008,3/11/16,7:50,01 - Clear,01 - Dry,10 - No control,01 - Non intersection,01 - Daylight,03 - P.D. only,99 - Other
10926,PORTOBELLO BLVD btwn GARDENWAY DR & VALIN ST,385347.3479,5037375.153,6/8/16,8:10,01 - Clear,01 - Dry,10 - No control,04 - At/near private drive,01 - Daylight,03 - P.D. only,02 - Angle
10927,PORTOBELLO BLVD btwn INNES RD & CHAREST WAY,385659.2121,5036818.128,2/12/16,20:31,03 - Snow,03 - Loose snow,10 - No control,04 - At/near private drive,07 - Dark,03 - P.D. only,05 - Turning movement
10928,PORTOBELLO BLVD btwn INNES RD & CHAREST WAY,385666.6709,5036750.463,1/1/16,2:35,03 - Snow,05 - Packed snow,10 - No control,01 - Non intersection,07 - Dark,03 - P.D. only,07 - SMV other
10929,PORTOBELLO BLVD btwn SCALA AVE & AQUAVIEW DR,385657.6424,5036331.971,1/3/16,2:17,01 - Clear,02 - Wet,10 - No control,01 - Non intersection,07 - Dark,03 - P.D. only,07 - SMV other
10930,PORTOBELLO BLVD/SPRINGRIDGE DR S @ TRIM RD,385689.2355,5038072.449,9/1/16,16:15,01 - Clear,01 - Dry,01 - Traffic signal,02 - Intersection related,01 - Daylight,03 - P.D. only,03 - Rear end
10931,PORTOBELLO BLVD/SPRINGRIDGE DR S @ TRIM RD,385688.7107,5038071.02,5/6/16,19:45,01 - Clear,01 - Dry,01 - Traffic signal,03 - At intersection,01 - Daylight,03 - P.D. only,05 - Turning movement
10932,PORTRUSH AVE btwn HORNCHURCH LANE & LONGFIELDS DR,364207.3605,5015226.777,10/23/16,0:00,01 - Clear,01 - Dry,10 - No control,01 - Non intersection,00 - Unknown,03 - P.D. only,06 - SMV unattended vehicle
10933,PORTRUSH AVE btwn HORNCHURCH LANE & LONGFIELDS DR,364352.2591,5015310.505,10/20/16,17:53,02 - Rain,02 - Wet,10 - No control,01 - Non intersection,07 - Dark,03 - P.D. only,06 - SMV unattended vehicle
10934,POTTER DR btwn WATTERSON ST & DOCTOR LEACH DR,368416.4024,5008858.494,8/15/16,9:07,01 - Clear,01 - Dry,10 - No control,01 - Non intersection,01 - Daylight,03 - P.D. only,06 - SMV unattended vehicle
10935,POULIN AVE @ REGINA ST,360166.1377,5025264.289,8/16/16,7:42,01 - Clear,01 - Dry,02 - Stop sign,03 - At intersection,01 - Daylight,03 - P.D. only,02 - Angle
10936,POULIN AVE @ RICHMOND RD,360325.0208,5024899.855,9/9/16,13:24,01 - Clear,01 - Dry,01 - Traffic signal,02 - Intersection related,01 - Daylight,02 - Non-fatal injury,02 - Angle
10937,POULIN AVE @ RICHMOND RD,360325.4599,5024900.294,1/27/16,14:56,01 - Clear,02 - Wet,01 - Traffic signal,02 - Intersection related,01 - Daylight,03 - P.D. only,04 - Sideswipe
10938,POULIN AVE @ RICHMOND RD,360325.4599,5024901.611,7/1/16,0:12,01 - Clear,01 - Dry,01 - Traffic signal,03 - At intersection,07 - Dark,03 - P.D. only,02 - Angle
10939,POULIN AVE @ RICHMOND RD,360325.0208,5024899.855,12/1/16,16:47,01 - Clear,02 - Wet,01 - Traffic signal,03 - At intersection,05 - Dusk,03 - P.D. only,05 - Turning movement
10940,POWELL AVE @ PERCY ST,367664.749,5029643.721,10/6/16,16:56,01 - Clear,01 - Dry,02 - Stop sign,03 - At intersection,01 - Daylight,02 - Non-fatal injury,02 - Angle
10941,POWELL AVE btwn LYON ST S & BANK ST,367966.0723,5029825.018,12/22/16,14:26,01 - Clear,02 - Wet,10 - No control,01 - Non intersection,01 - Daylight,02 - Non-fatal injury,02 - Angle
10942,POWER RD btwn RIDEAU RD & END,378369.5574,5018570.656,2/24/16,11:47,06 - Strong wind,03 - Loose snow,10 - No control,04 - At/near private drive,01 - Daylight,03 - P.D. only,05 - Turning movement
10943,PRATT AVE btwn AVONLEA RD & GRENFELL CRES,365214.9694,5019651.464,8/28/16,16:00,01 - Clear,02 - Wet,10 - No control,01 - Non intersection,01 - Daylight,03 - P.D. only,07 - SMV other
10944,PREM CIRC btwn COBBLE HILL DR & COBBLE HILL DR,361469.4303,5014222.865,12/9/16,18:27,03 - Snow,06 - Ice,10 - No control,04 - At/near private drive,07 - Dark,03 - P.D. only,06 - SMV unattended vehicle
10945,PREMIER AVE btwn COWLEY AVE & CARLETON AVE,364077.7792,5029247.516,1/1/16,10:49,01 - Clear,03 - Loose snow,10 - No control,01 - Non intersection,01 - Daylight,03 - P.D. only,06 - SMV unattended vehicle
10946,PRESLAND RD @ LOLA ST,371176.8498,5031863.545,8/23/16,18:00,01 - Clear,01 - Dry,02 - Stop sign,03 - At intersection,01 - Daylight,02 - Non-fatal injury,02 - Angle
10947,PRESLAND RD @ VANIER PKWY,370434.4867,5031753.689,9/16/16,13:17,01 - Clear,01 - Dry,01 - Traffic signal,02 - Intersection related,01 - Daylight,03 - P.D. only,03 - Rear end
10948,PRESLAND RD @ VANIER PKWY,370431.4656,5031750.395,11/24/16,17:40,01 - Clear,01 - Dry,01 - Traffic signal,02 - Intersection related,07 - Dark,03 - P.D. only,07 - SMV other
